NAME	LAT	LON
WIESENGIECH	49,58	10,59
STEINFELD	49,57	9,4
GROSSOSTHEIM	49,56	9,03
WADENBRUNN	49,55	10,14
MISTELBACH	49,54	11,3
AUFSESS	49,54	11,14
KEMNATH	49,53	11,53
SELIGENSTADT	49,51	10,06
VEITSHOECHHEIM	49,5	9,53
KONNERSREUTH	49,5	12,15
SCHWARZENAU	49,48	10,13
GERBRUNN	49,47	10,01
HELMSTADT	49,45	9,43
BAMMERSDORF	49,45	11,04
RANDERSACKER	49,45	9,59
IPHOFEN	49,43	10,16
BUERGSTADT	49,43	9,17
HOECHSTADT A.D. AISC	49,42	10,51
DIETZHOF	49,42	11,1
HILTPOLTSTEIN	49,4	11,19
HEPPDIEL	49,4	9,22
EUERHAUSEN	49,37	9,57
EDELSFELD	49,35	11,42
SOELLITZ	49,32	12,14
KAUBENHEIM	49,32	10,28
NEUHERBERG	49,31	10,17
GREIMERSDORF	49,28	10,5
ANFELDEN	49,25	10,24
WULLNHOF	49,23	12,36
IRRENLOHE	49,23	12,06
BONNHOF	49,22	10,47
HARTENHOF	49,2	11,35
KITZENRIED	49,18	12,25
SCHATTENHOF	49,18	10,59
SOMMERTSHOF	49,16	11,4
ROECKERSBUEHL	49,14	11,22
POESING	49,14	12,34
OBERSTEINBACH	49,13	10,57
EISERSZELL	49,03	12,36
EIERSDORF	49,03	11,5
FRANKENHOFEN	49,02	10,28
SARCHING	49,01	12,14
STEINACH	48,59	12,37
KOEFERING	48,57	12,12
KIRCHBERG IM WALD	48,54	13,11
WALLERSTEIN	48,53	10,3
KALTENBERG	48,51	12,03
SANDHARLANDEN	48,5	11,49
UTTENKOFEN	48,49	12,51
NEUHOF	48,46	10,47
BURGHEIM	48,42	11,01
FEISTENAICH	48,42	12,2
NEUSLING	48,42	12,53
KRINGELL	48,41	13,3
KARLSHULD	48,4	11,2
STADELHOF	48,39	11,37
DIETRICHSDORF	48,37	11,51
STEINBEISSEN	48,36	12,44
EDELSHAUSEN	48,36	11,17
HUELL	48,36	11,41
FRAUENRIEDHAUSEN	48,36	10,24
KINZESBERG	48,35	13,41
SCHOENBRUNN	48,34	12,12
AINERTSHOFEN	48,31	11,05
WEISSINGEN	48,27	10,09
ENGERSDORF	48,27	12,38
HALDENWANG	48,27	10,28
JETZENDORF	48,26	11,25
BUERG	48,25	12,1
BAERNAU	48,23	13,23
ROTTHALMUENSTER	48,22	13,12
FRANKENDORF	48,21	11,59
FRIEDING	48,2	12,5
GROSSBERGHOFEN	48,19	11,19
EICHENRIED	48,16	11,47
DUERABUCH	48,16	11,13
RESCHENBERG	48,14	10,21
ASEN	48,11	12,12
SCHWABMUENCHEN	48,11	10,47
KIRCHHEIM	48,11	10,28
FORSTING	48,1	12,34
GUT HUELL	48,06	11,2
BERGHAM	48,05	12,15
OSTERSEEON	48,04	11,55
NILLING	48,02	12,49
ROTHENFELD	47,58	11,13
LAUTRACH	47,54	10,07
OBERSOECHERING	47,45	11,13
SCHOENAU	47,35	9,41
STREITELSFINGEN	47,34	9,43
SCHWAND	47,34	9,39
BOLLBERG	50,53	11,43
BOESLEBEN	50,5	11,04
BURKERSDORF	50,39	11,53
DOBITSCHEN	50,56	12,19
DORNBURG	51	11,4
EHRENHAIN	50,57	12,31
ERFURT LVG	51	11,03
FRIEMAR	50,59	10,47
GROSSENSTEIN	50,55	12,13
HAUFELD	50,49	11,16
KALTENEBER	51,19	10,11
KINDELBRUECK	51,15	11,06
KIRCHENGEL	51,17	10,55
KUTZLEBEN	51,12	10,52
MOENCHPFIFFEL	51,23	11,23
OBERWEISSBACH	50,35	11,08
SCHLOSSVIPPACH, KREI	51,06	11,09
STRAUSSFURT, KREIS S	51,1	10,58
OBER-ERLENBACH	50,14	8,41
WITZENHAUSEN-WENDERS	51,19	9,53
GRIESHEIM B. DARMSTA	49,51	8,33
FRIEDBERG-OCKSTADT	50,2	8,43
RIEDSTADT	49,51	8,27
HEYDENHOF	53,52	13,16
KLETZIN	53,56	13,09
METSCHOW	53,5	12,57
PASSOW/VORPOMMERN	54	13,14
TOITZ	53,58	12,59
WESTERKAPPELN	52,17	7,52
RAHDEN-VARL	52,27	8,35
PETERSHAGEN	52,23	9,01
STEINFURT-BURGSTEINF	52,08	7,19
HOERSTEL	52,15	7,38
LADBERGEN	52,07	7,42
HABICHTSWALD	52,14	7,52
ESPELKAMP-ISENSTEDT	52,21	8,39
STEINEGGE-EXTER	52,09	8,48
COESFELD	51,58	7,1
LIENEN-KATTENVENNE	52,07	7,52
OSTBEVERN-SCHIRLHEID	52,01	7,51
ENGER	52,09	8,31
BIELEFELD-DEPPENDORF	52,04	8,28
KALLETAL NIEDERMEIEN	52,04	8,57
KLEVE	51,46	6,06
DAHLEM-SCHMIDTHEIM	50,25	6,34
KALTENBACH	51,47	6,58
REKEN-GROSS REKEN	51,49	7,05
LUEDINGHAUSEN-BROCH.	51,46	7,31
SENDENHORST_N	51,5	7,53
DRENSTEINFURT	51,46	7,45
HARSEWINKEL	51,59	8,13
GUETERSLOH/EMS	51,56	8,19
BECKUMER BERG	51,47	8,03
LAGE, KREIS LIPPE-HO	51,56	8,46
SONSBECK	51,36	6,21
XANTEN	51,42	6,24
RAESFELD KA	51,45	6,48
HALTERN (WASSERWERK)	51,44	7,12
OLFEN	51,43	7,22
BECKUM-UNTERBERG	51,43	8,03
DELBRUECK	51,47	8,34
LICHTENAU	51,37	8,54
SALZKOTTEN	51,43	8,35
LIPPSTADT-BOEKENFOER	51,38	8,23
LOHME-ALME	51,38	8,44
BRAKEL	51,43	9,1
GELDERN-WALBECK	51,3	6,14
BORKEN/WESTFALEN	51,52	6,53
DUISBURG-BAERL	51,31	6,42
DINSLAKEN	51,35	6,47
ALTENESSEN	51,3	6,58
BOCHUM	51,29	7,16
WALTROP-ABDINGHOF	51,36	7,24
FROENDENBERG-HOHENHE	51,29	7,47
OSTOENNER BACH	51,32	7,59
SASSENDORF, BAD-BEUS	51,32	8,11
RUETHEN	51,3	8,26
WUENNENBERG-EILERN	51,32	8,47
OTTENSGRUND	51,34	8,45
BORGENTREICH	51,34	9,14
NETTETAL-HUELST	51,18	6,12
TOENISVORST	51,17	6,26
HOLZBUETTGEN	51,13	6,39
GEVELSBERG-OBERB.	51,2	7,2
BRECKERFELD-WENGEBER	51,15	7,28
OBERBARMEN	51,19	7,16
BUCHENHOFEN	51,13	7,07
NAHMER	51,19	7,34
ROELVEDER MUEHLE	51,17	7,36
MENDEN_LENDRINGSEN	51,24	7,5
NEUENRADE-BLINTROP	51,17	7,51
ARNSBERG-NEHEIM	51,28	7,59
ARNSBERG-MUESCHEDE	51,25	8,01
ESLOHE	51,16	8,1
WARSTEIN-HIRSCHBERG	51,26	8,16
BRILON-TH܌EN	51,25	8,39
GUEDDERATH	51,08	6,26
HEINSBERG-SCHLEIDEN	51,02	6,06
REICHSHOF-ECKENHAGEN	50,59	7,41
DORMAGEN-ZONS	51,07	6,51
SOLINGEN-HOHENSCHEID	51,08	7,05
REMSCHEID-LENNEP	51,11	7,15
WIPPERFUERTH-GARDEWE	51,1	7,25
MEINERZHAGEN-REDLEND	51,05	7,38
SICHTER	51,09	7,41
ATTENDORN-NEULISTERN	51,07	7,53
LENNESTADT-THETEN	51,08	8,02
SCHMALLENBERG-SELLIN	51,13	8,16
MEDEBACH-BERGE	51,1	8,43
JUELICH (KLAERANLAGE	50,56	6,2
BEDBURG-WEILER HOHEN	51,01	6,31
KOELN-STAMMHEIM	50,59	6,59
MOITZFELD	50,58	7,11
OVERATH-BOEKE	50,58	7,17
ROTHE FURTH	51,05	7,19
NUEMBRECHT AUF DEM L	50,55	7,33
MOENCHENGLADBACH-HIL	51,08	6,22
ECKENHAGEN	50,58	7,43
WENDEN-DOERNSCHEID	50,56	7,51
BREITENBACHTALSPERRE	50,59	8,05
BERLEBURG, BAD-ARFEL	51,01	8,26
BAD BERLEBURG-ST܎ZE	50,59	8,22
KREUZ AACHEN	50,48	6,1
ESCHWEILER N	50,49	6,18
NIDEGGEN-SCHMIDT	50,4	6,25
BORNHEIM EICHENKAMP	50,47	7,01
NEUNKIRCHEN-SEELSCHE	50,5	7,22
SIEGEN (KLĒANLAGE)	50,51	8
BIRKELBACH	51,01	8,16
BURBACH-WUERGENDORF	50,46	8,08
MONSCHAU-KALTERHERBE	50,31	6,13
SIMMERATH N	50,38	6,18
WEILERSWIST-LOMMERSU	50,43	6,47
WISSKIRCHEN	50,38	6,43
KALL-SISTIG	50,3	6,32
BLANKENHEIM	50,28	6,42
DIFFERTEN	49,14	6,46
PERL-NENNIG	49,32	6,23
MERZIG	49,28	6,38
LOESTERBACH SUED	49,37	6,56
WEISKIRCHEN/SAAR	49,33	6,49
NOHFELDEN-GONNESWEIL	49,34	7,04
BALTERSWEILER	49,29	7,1
BACHEM	49,3	6,42
SCHMELZ-HUETTERSDORF	49,25	6,5
NEUNKIRCHEN-WELLESW.	49,2	7,14
HOMBURG/SAAR	49,2	7,22
GOLDENE BREMM	49,13	6,58
SAARBRUECKEN-BURBACH	49,14	6,56
RIESWEILER	49,08	7,19
HILGENROTH	50,44	7,39
WALLMENROTH	50,47	7,5
BAD NEUENAHR-AHRWEIL	50,32	7,05
ESCH	50,34	7,03
HUEMMERICH	50,34	7,29
MAROTH	50,35	7,41
PETERSLAHR (KLAERANL	50,37	7,29
HACHENBURG/WESTERWAL	50,4	7,48
HERDORF	50,46	7,58
LIEBENSCHEID	50,42	8,05
KLEIN-ALTENDORF	50,37	6,59
STEINBORN	50,04	6,37
AURICH	53,27	7,28
BORKUM	53,34	6,45
DOERPEN	52,59	7,22
GELSENKIRCHEN	51,3	7,06
LOENINGEN	52,45	7,45
BOCHUM	51,29	7,16
SOLINGEN	51,09	7,05
LEVERKUSEN	51,01	6,59
HEINSBERG	51,03	6,06
KLEVE	51,46	6,06
DUISBURG	51,28	6,44
SINZIG	50,32	7,11
SINZIG	50,33	7,16
WYK/FOEHR	54,42	8,34
HEIDE/HOLSTEIN	54,13	9,06
ELSFLETH	53,14	8,28
GLUECKSTADT	53,48	9,26
BUCHHOLZ I.D. NORDH.	53,21	9,56
CLOPPENBURG	52,51	8,04
MELLE	52,12	8,21
RAHDEN-VARL	52,27	8,34
HERFORD	52,08	8,41
ALGERMISSEN	52,11	9,57
HAMELN	52,07	9,2
HOLZMINDEN	51,49	9,28
MELSUNGEN	51,08	9,33
AROLSEN	51,23	9,03
ARNSBERG	51,23	8,04
WILLINGEN/UPLAND	51,18	8,36
FRANKENBERG/EDER	51,03	8,49
LENNESTADT-ALTENHUND	51,07	8,05
BAD BERLEBURG	50,59	8,22
KANNENBAECKER LAND	50,27	7,44
GRENZAU	50,27	7,39
OSTENFELD	54,19	9,48
HOEHR-GRENZHAUSEN	50,26	7,4
SELTERS, WESTERWALDK	50,31	7,44
WESTERBURG/RHLPF.	50,33	7,58
VOELKLINGEN	49,16	6,52
SCHNEIFELFORSTHAUS	50,17	6,25
ROTH BEI PRUEM	50,18	6,23
LISSENDORF	50,19	6,37
JUELICH	50,55	6,25
KOELN (BOTAN.GART.)	50,58	6,58
BAD NEUENAHR-AHRWL.	50,32	7,05
NEUWIED-WOLLENDORF	50,27	7,26
MAYEN	50,2	7,14
MANDERSCHEID	50,06	6,48
BAD BERTRICH	50,04	7,01
DAUN	50,12	6,5
BAD KREUZNACH	49,51	7,52
WOLFSTEIN/PFALZ	49,35	7,37
KAISERSLAUTERN	49,27	7,47
PIRMASENS	49,13	7,35
OFFENBURG	48,28	7,57
KEHL	48,35	7,49
RODDER	50,24	6,52
SCHAUINSLAND	47,55	7,55
KALTENBORN, HOHE ACH	50,23	6,59
ADENAU	50,26	7,06
MICHELSTADT	49,41	9
MAYEN	50,19	7,14
FRANKFURT/PALMENGAR.	50,08	8,39
BAD SCHWALBACH	50,08	8,04
DARMSTADT	49,53	8,41
POLCH, KR. MAYEN-KOB	50,18	7,19
SIEGEN	50,52	8,01
MARBURG	50,49	8,47
MAINZ	49,59	8,16
ALZEY	49,45	8,07
SCHLUECHTERN	50,21	9,31
WORMS	49,38	8,23
GELNHAUSEN	50,12	9,11
WALDEMS	50,16	8,21
LIMBURG	50,25	8,04
KOENIGSTEIN/TS.	50,11	8,29
OCHTENDUNG	50,2	7,25
BEERFELDEN	49,34	8,58
MOSELTALBRUECKE	50,19	7,29
LOHR	50,01	9,37
BAD MERGENTHEIM	49,29	9,46
BAD BERGZABERN	49,07	8
HEILBRONN	49,09	9,14
MUENSTERMAIFELD	50,16	7,21
HEIDELBERG	49,25	8,4
PHILIPPSBURG (KKW)	49,15	8,27
BADEN BADEN	48,46	8,15
BAD HERRENALB	48,48	8,27
MUELHEIM-KAERLICH	50,25	7,3
PFORZHEIM	48,54	8,44
LUDWIGSBURG	48,54	9,12
KIRCHHEIM/TECK	48,4	9,25
WELZHEIM	48,53	9,38
MURRHARDT	48,58	9,34
SCHWAEBISCH HALL	49,07	9,45
SCHWAEB.GMUEND	48,47	9,48
MERKLINGEN	48,3	9,42
NASSAU (KLAERANLAGE)	50,19	7,47
SCHONACH	48,08	8,12
WOLFACH	48,18	8,14
VILLINGEN SCHWENN.	48,03	8,28
MUENSINGEN-APPELST.	48,23	9,29
ROTTWEIL	48,11	8,38
SIGMARINGEN	48,04	9,12
BONNDORF	47,49	8,21
BIBERACH	48,07	9,48
TITISEE-NEUSTADT	47,54	8,1
WALDSHUT	47,37	8,14
DONAUESCHINGEN	47,57	8,3
PFULLENDORF-BRUNNHS.	47,55	9,17
UEBERLINGEN/BODENSEE	47,46	9,1
RAVENSBURG	47,48	9,37
LINDENBERG/ALLGAEU	47,36	9,53
STOCKACH	47,51	9,02
MONTABAUR	50,26	7,49
TAUBERBISCHOFSHEIM	49,37	9,41
REUTLINGEN-BETZING.	48,3	9,11
RASTATT	48,52	8,11
EPPENROD/BORNBACH	50,25	7,56
BOEBLINGEN	48,41	8,58
HERRENBERG	48,36	8,53
ROTTENBURG	48,29	8,57
TUTTLINGEN	48,01	8,49
HOLZHEIM BEI DIEZ	50,22	8,03
WINTERSPELT	50,14	6,13
ZINNOWITZ	54,05	13,54
LAUPERATH-SCHEIDCHEN	50,05	6,19
PRUEM-WATZERATH	50,11	6,22
STRICKSCHEID	50,09	6,19
WEISSENSEIFEN	50,09	6,33
BERNBURG/SAALE	51,5	11,43
QUEDLINBURG	51,47	11,09
DENSBORN	50,08	6,36
KIRCHWEILER	50,14	6,45
OBERSTADTFELD	50,1	6,46
BITTERFELD	51,38	12,19
BAUTZEN	51,1	14,28
MEISSEN	51,09	13,27
STROHN	50,07	6,55
SONDERSHAUSEN	51,22	10,54
BAD FRANKENHAUSEN/KY	51,21	11,06
RASTENBERG	51,11	11,25
LAUBACHER HOEHE	50,14	7,04
KAIL	50,11	7,14
GONDERSHAUSEN	50,1	7,3
OBERBACHHEIM	50,15	7,44
SINGHOFEN (KLAERANLA	50,16	7,49
EUTIN	54,08	10,35
BAD SEGEBERG	53,56	10,18
GRAMBECK	53,34	10,41
NASTĔTEN	50,12	7,52
UELZEN	52,58	10,33
LUENEBURG	53,16	10,26
WOLFSBURG	52,27	10,46
SALZGITTER	52,02	10,19
BAD LAUTERBERG	51,38	10,29
CLAUSTHAL-ZELLERFLD.	51,48	10,2
ESCHWEGE	51,11	10,04
BERGHAUSEN	50,16	8
KRONACH	50,14	11,2
KULMBACH	50,06	11,27
SCHWEINFURT	50,04	10,13
KITZINGEN	49,44	10,12
EBRACH	49,51	10,29
GUNZENHSN.	49,08	10,45
SCHWABACH	49,2	11,01
FUERTH/BAYERN	49,29	10,58
ERLANGEN	49,37	11
UFFENHEIM	49,32	10,14
ROTHENBURG ODT.	49,23	10,11
ELLWANGEN/JAGST	48,58	10,08
HEIDENHEIM	48,4	10,08
NOERDLINGEN	48,51	10,3
EICHSTAETT	48,54	11,1
ALTOMUENSTER	48,23	11,15
KRUMBACH-EDENHAUSEN	48,15	10,25
ISNY	47,41	10,03
OBERSTAUFEN	47,34	10,02
KAUFBEUREN	47,53	10,36
MITTENWALD	47,27	11,16
BAD TOELZ	47,47	11,33
EBERSBERG	48,05	11,57
HOLZKIRCHEN/OBB.	47,53	11,42
KREUTH	47,39	11,45
SCHLIERSEE	47,44	11,51
MAINBURG	48,39	11,48
K֒PERICH-GAYTALPARK	49,56	6,15
OLSDORF	49,56	6,23
JENA/STERNWARTE	50,56	11,35
LOBENSTEIN	50,27	11,38
BITBURG	49,59	6,32
MEISBURG	50,06	6,4
WIERSDORF	50	6,27
FREIBERG	50,56	13,2
BAD GOTTLEUBA	50,51	13,56
MANDERSCHEID	50,06	6,48
GREIZ-DOELAU	50,37	12,1
DREIS-BRUECK	50,16	6,47
FLUSSBACH	50,01	6,56
WITTLICH	49,58	6,56
SELB	50,1	12,08
TIRSCHENREUTH	49,53	12,21
OBERVIECHTACH	49,27	12,25
CHAM	49,13	12,4
MALLERSDORF/NDB.	48,47	12,15
LANDSHUT	48,32	12,08
NEEF	50,05	7,08
FREYUNG	48,48	13,33
WASSERBURG/INN	48,03	12,13
TROSTBERG	48,01	12,33
TRAUNSTEIN	47,52	12,39
BAD REICHENHALL	47,45	12,54
BERCHTESG.	47,38	13,01
REIT IM WINKL	47,4	12,29
BAYRISCHZELL	47,41	12,01
BROTJACKLRIEGEL	48,49	13,13
BLANKENRATH	50,02	7,18
SIMMERN-WAHLBACH	50	7,36
LINGERHAHN (WWV RLP)	50,05	7,34
LAUDERT	50,05	7,37
WAHLBACH	50	7,35
KIRCHBERG, RHEIN-HUN	49,56	7,23
NEWEL	49,49	6,35
MERZKIRCHEN	49,34	6,28
SPEICHER	49,56	6,38
ZEMMER (FORSTHAUS MU	49,52	6,43
BEUREN (HOCHWALD)	49,44	6,55
BERNKASTEL-KUES	49,55	7,04
KLEINICH, KR. BERNKA	49,53	7,11
BRUCHWEILER, KR. BIR	49,48	7,14
ENTENPFUHL	49,54	7,35
GAUCHSBERG	49,52	7,41
SEESBACH, KR. BAD KR	49,51	7,32
MEDDERSHEIM	49,47	7,37
WIESWEILER	49,38	7,35
BAD KREUZNACH	49,51	7,51
BINGEN-GAULSHEIM	49,58	7,58
MAINZ (DLR)	49,58	8,14
MAINZ (ZDF)	49,58	8,13
WOERRSTADT	49,51	8,09
ROMMERSHEIM	49,49	8,07
HAHNHEIM	49,52	8,14
NIERSTEIN	49,52	8,2
DEXHEIM	49,51	8,19
AVELSBACH	49,45	6,42
TRIER-ZEWEN	49,44	6,37
TRIER-IRSCH	49,44	6,42
KANZERN	49,4	6,35
WITTLICH	49,58	6,52
ZELTINGEN	49,57	7,02
HERMESKEIL	49,42	7,02
DIENSTWEILER	49,38	7,12
HUETTGESWASEN	49,44	7,08
NIEDERWOERSSESBACH	49,46	7,2
KIRN	49,47	7,29
BAYERFELD-STECKWEILE	49,42	7,5
PLEISWEILER-OBERHOFE	49,07	8,01
SCHWEIGHOFEN	49,02	7,59
FREIMERSHEIM	49,43	8,04
ALZEY	49,44	8,07
EICH	49,45	8,23
WORMS	49,37	8,22
KIRF-BEUREN	49,34	6,27
OBERZERF	49,35	6,41
HAHNWEILER	49,35	7,14
KUSEL (KLAERANLAGE)	49,32	7,26
HENSCHTAL	49,28	7,25
MARTINSHֈE	49,22	7,28
EINOELLEN	49,37	7,38
FRANKELBACH	49,31	7,39
DOERRMOSCHEL-FELSBER	49,36	7,44
RUPPERTSECKEN	49,39	7,53
ECKELSHEIM (VILLA BA	49,47	7,59
HOMBERG-SCHOENBORNER	49,38	7,3
ENKENBACH	49,32	7,53
SCHORLENBERG	49,28	7,55
GRUENSTADT	49,34	8,11
GROSSSćM܈LE (ALT.)	49,32	8,07
FRANKENTHAL	49,33	8,21
MORLAUTERN	49,28	7,46
KAISERSLAUTERN	49,26	7,44
TRIPPSTADT-NEUHOF	49,21	7,47
HERXHEIMWEYHER	49,1	8,15
BAD DUERKHEIM	49,28	8,11
STEINWEILER	49,07	8,07
WEIERHOF	49,38	8,02
NEUSTADT/WEINSTRASSE	49,22	8,12
SCHIFFERSTADT	49,25	8,21
DETMOLD	51,57	8,54
ZWEIBRUECKEN (KLAERA	49,15	7,2
PIRMASENS	49,11	7,36
HORTENKOPF	49,16	7,5
LUSTADT	49,15	8,17
RUELZHEIM	49,1	8,18
HIRSCHTHAL	49,03	7,46
BUNDENTHAL	49,05	7,5
BAD BERGZABERN	49,07	8
SCHAIDT	49,03	8,05
TRENDELBURG	51,35	9,26
LIPPOLDSBERG	51,37	9,35
LIEBENAU-HAUEDA	51,29	9,15
WILLINGEN/HOCHSAUERL	51,17	8,35
VASBECK	51,23	8,54
KORBACH-RHENA	51,17	8,47
HOF LAUTERBACH, VOEH	51,13	8,56
TWISTETAL-MUEHLHAUS.	51,2	8,55
WALDECK-ALRAFT	51,14	8,58
AROLSEN-LANDAU	51,2	9,05
AROLSEN-VOLKHARDINGH	51,19	9,04
NAUMBURG-ALTENSTAEDT	51,16	9,12
LUTTERBERG	51,22	9,38
WITZENHAUSEN-ZIEGENH	51,22	9,45
BATTENBERG-HOF KARLS	51,04	8,32
FRANKENBERG-GEISMAR	51,05	8,53
BURGWALD-BOTTENDORF	51,02	8,49
VOEHL-BUCHENBERG	51,1	8,52
AM SCHARFENSTEIN	51,11	9,24
GUDENSBERG	51,1	9,22
WABERN-HEBEL	51,04	9,23
ALHEIM	51,03	9,42
HESSISCH LICHTENAU-F	51,13	9,41
OBERHONE	51,1	10
DOMAENE VOGELSBURG	51,09	10,01
HESSENRING	51,11	10,02
SONTRA	51,03	9,55
ESCHWEGE	51,11	10,04
ESCHWEGE-ELTMANNSHAU	51,11	9,59
HERLESHAUSEN-ARCHFEL	51,02	10,09
WETTER/HESSEN-AMOENA	50,55	8,41
ANGELBURG-FRECHENHAU	50,49	8,26
COELBE	50,51	8,46
GILSERBERG-MOISCHEID	50,58	9,03
ALSFELD	50,45	9,15
NEUKIRCHEN-HAUPTSCHW	50,53	9,25
EICHHOF	50,5	9,41
BEBRA	50,58	9,47
DRIEDORF	50,38	8,11
DILLENBURG	50,44	8,16
HAIGER	50,45	8,13
AMOENEBURG-RUEDIGHEI	50,47	8,57
ALSFELD	50,46	9,16
ALSFELD-EIFA	50,44	9,2
RIMBERG	50,48	9,29
HAUNETAL-WEHRDA	50,44	9,4
WALDBRUNN-LAHR	50,31	8,08
LOEHNBERG-OBERSH.	50,34	8,14
ASSLAR KLEIN-ALTENST	50,35	8,28
HOMBERG-OHM	50,39	9
GR܎BERG	50,35	8,59
SCHOTTEN	50,29	9,07
LAUTERTAL-HOERGENAU	50,35	9,17
FREIENSTEINAU	50,26	9,24
PETERSBERG-MARBACH	50,37	9,43
FULDA	50,32	9,41
TANN/RHOEN	50,38	10,01
GERSFELD_(RH֎)-DALH	50,25	9,5
RUNKEL-ENNERICH	50,23	8,08
WEILMUENSTER	50,26	8,23
CAMBERG, BAD	50,17	8,17
MUENZENBERG-GAMBACH	50,27	8,44
BAD NAUHEIM	50,22	8,46
T/R WETTERAU	50,21	8,42
ECHZELL SCHWALHEIM	50,24	8,54
NIDDA-KLĒANLAGE	50,24	8,59
ALTENSTADT	50,19	8,56
GEDERN-SCHOENHAUSEN	50,24	9,13
SCHL܃HTERN-HEROLZ	50,2	9,33
THALAUBACH	50,26	9,45
GREBENSTEIN	51,27	9,25
FORSTHAUS	50,23	9,44
HOHENSTEIN-BREITHARD	50,11	8,05
IDSTEIN	50,13	8,15
WALDEMS-REINBORN	50,16	8,22
USINGEN	50,21	8,32
HOMBURG, BAD (FILTER	50,15	8,34
VILBEL, BAD-DORTELWE	50,13	8,44
NIDDERAU-ERBSTADT	50,16	8,52
FREIGERICHT-HORBACH	50,08	9,1
GRUENDAU-BREITENBORN	50,16	9,11
WAECHTERSBACH	50,14	9,17
SODEN,BAD-SALMUENSTE	50,16	9,22
RUEDESHEIM-PRESBERG	50,03	7,53
WIESBADEN-BIEBRICH	50,02	8,14
WIESBADEN-AURINGEN	50,08	8,19
RAUNHEIM	50,01	8,26
FRANKFURT	50,05	8,35
FRANKFURT WESTEND	50,08	8,4
MUEHLHEIM/MAIN	50,08	8,49
WALDSCHNEISE HANAU	50,02	8,56
MARKOEBEL	50,14	8,57
GROSS-GERAU-WALLERST	49,55	8,27
DARMSTADT	49,53	8,41
ROSSDORF DARMSTADT	49,51	8,47
ROEDERMARK-OBER-RODE	49,59	8,5
REINHARDSHAGEN-VAAKE	51,29	9,37
SCHAAFHEIM-SCHLIERB.	49,55	8,58
ALLMENDFELD	49,46	8,31
LORSCH-KLĒANLAGE	49,4	8,34
LAUTERTAL/ODENWALD-R	49,43	8,41
REINHEIM	49,49	8,49
MICHELSTADT	49,41	9,01
RHEINBR.MANNHEIM	49,32	8,25
HEPPENHEIM	49,38	8,37
BIRKENAU	49,34	8,42
BEERFELDEN	49,34	8,58
BEERFELDEN	49,34	8,58
ELLRICH-WERNA	51,35	10,43
REINHOLTERODE	51,25	10,11
HELBEDUENDORF-KEULA	51,2	10,32
M܈LHAUSEN-G֒MAR	51,13	10,29
FREIENBESSINGEN	51,14	10,46
ETZLEBEN	51,16	11,11
OLBERSLEBEN	51,09	11,2
SUEDEICHSFELD-WENDEH	51,1	10,15
DACHWIG	51,04	10,52
ALPERSTEDT	51,06	11,03
HOERSCHEL	51,01	10,13
MOORGRUND-GRAEFENDOR	50,5	10,15
HOERSELBERG-HAINICH-	51,01	10,31
BERKA, BAD (FLUGPLAT	50,54	11,16
WEIMAR-SCHOENDORF	51,01	11,21
CROSSEN/ELSTER-NICKE	50,59	12
MEUSELWITZ	51,03	12,18
TEGKWITZ	50,59	12,2
PONITZ	50,51	12,25
WALTERSHAUSEN	50,54	10,33
BOXBERG	50,53	10,39
JENA (STERNWARTE)	50,56	11,35
BUCHA	50,52	11,3
BOBECK	50,54	11,48
GERAER BERG	50,54	12,02
KLEINER INSELBERG	50,51	10,29
DREI GLEICHEN-MUEHLB	50,52	10,49
ILMTAL-DIENSTEDT	50,48	11,1
HARTH-POELLNITZ NEUN	50,46	11,59
GEISA	50,43	9,57
SCHMALKALDEN	50,44	10,28
MARTINRODA	50,44	10,53
SCHWARZBURG	50,38	11,11
ROCKENDORF	50,41	11,31
SCHMIERITZ-WELTWITZ	50,44	11,5
LEUBSDORF	50,42	11,51
GOETTENDORF	50,4	12,05
BIRX	50,32	10,03
FRAUENWALD	50,35	10,52
SCHLEUSINGEN	50,31	10,46
KATZHUETTE	50,33	11,02
REMPTENDORF	50,32	11,4
SCHLEIZ	50,33	11,47
ROEMHILD-SUELZDORF	50,25	10,29
VEILSDORF	50,25	10,49
FRANKENBLICK-MENGERS	50,23	11,08
JUDENBACH-NEUENBAU	50,26	11,14
BAD LOBENSTEIN	50,27	11,38
HIRSCHBERG	50,24	11,49
NEUHAUS-SCHIERSCHNIT	50,2	11,14
BALDERSCHWANG	47,28	10,06
LINDAU	47,33	9,44
MONSCHAU	50,32	6,15
WANGEN/ALLGAEU	47,41	9,52
BAD SCHUSSENRIED	48	9,4
BAD WALDSEE	47,55	9,45
ROSSLA	51,3	11,2
MARKTREDW.	50	12,07
SCHLEIDEN-SCHOENES.	50,31	6,24
WARENDORF	51,57	8,01
RIEDLINGEN	48,09	9,28
SAULGAU-BOLSTERN	47,59	9,28
EHINGEN/DONAU	48,17	9,43
GOTTMADINGEN	47,44	8,47
BLUMBERG	47,51	8,32
AHLEN	51,47	7,52
DUEREN	50,48	6,29
HINDELANG/OSTRACHTAL	47,27	10,26
IMMENSTADT	47,33	10,13
ZELL I.WIES.-PFAFFB.	47,44	7,52
LOERRACH	47,38	7,39
LEUTKIRCH	47,5	10,01
HEITERSHEIM	47,53	7,39
BREISACH	48,02	7,35
ERKELENZ	51,05	6,19
GUTACH/BR.	48,07	8,01
